"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"USA","CLI","AMPLITUD","LTRENDIDX","M","2019-02",99.46973,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2019-03",99.33096,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2019-04",99.20537,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2019-05",99.08898,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2019-06",98.9821,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2019-07",98.89247,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2019-08",98.83232,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2019-09",98.83108,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2019-10",98.88583,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2019-11",98.97074,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2019-12",99.05264,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2020-01",99.09274,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2020-02",99.06061,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2020-03",97.66596,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2020-04",92.62577,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2020-05",94.32722,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2020-06",96.16953,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2020-07",97.72936,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2020-08",98.43672,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2020-09",98.72714,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2020-10",99.08446,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2020-11",99.47672,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2020-12",99.89047,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2021-01",100.2616,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2021-02",100.6345,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2021-03",100.9606,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2021-04",101.2311,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2021-05",101.3079,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2021-06",101.314,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2021-07",101.2658,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2021-08",101.196,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2021-09",101.1371,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2021-10",101.0929,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2021-11",101.0544,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2021-12",101.002,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2022-01",100.9162,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2022-02",100.7897,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2022-03",100.6079,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2022-04",100.3706,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2022-05",100.083,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2022-06",99.78651,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2022-07",99.52947,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2022-08",99.32699,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2022-09",99.16407,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2022-10",99.03127,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2022-11",98.9302,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2022-12",98.87165,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2023-01",98.84855,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2023-02",98.84138,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2023-03",98.85299,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2023-04",98.90076,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2023-05",98.98556,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2023-06",99.10077,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2023-07",99.21838,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2023-08",99.32928,
"USA","CLI","AMPLITUD","LTRENDIDX","M","2023-09",99.43206,
